OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID,Latitude,Longitude
1,Streetname - Mast Arm,"16"" X 42""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,1,Not Specified,AERIAL,L,Mercury Dr,1,Not Specified,{14F48419-04A7-4932-A850-884CA5DC67FA},40.14924512182376,-88.23928264736504
2,Streetname - Mast Arm,"16"" X 42""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,2,Not Specified,AERIAL,L,N Market St,2,Not Specified,{1B72759F-4509-4810-9774-9274A034E1AA},40.14944675752241,-88.23928005367458
3,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,3,Not Specified,AERIAL,E,Not Specified,3,Not Specified,{4AEAB974-641C-4DF8-BE0B-AE40A0221559},40.09312303461725,-88.29237313291905
4,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,4,Not Specified,AERIAL,E,Not Specified,4,Not Specified,{37ACD662-5FC1-493C-B247-A148B99DD781},40.095087991656165,-88.29505240835367
5,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,5,Not Specified,AERIAL,E,Not Specified,5,Not Specified,{50CC3089-DB53-48A1-828D-838C3B31DDB2},40.09760058059802,-88.28499197402051
6,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,6,Not Specified,AERIAL,E,Not Specified,6,Not Specified,{4F33D5FF-11DC-42F7-9DA2-3CE2EEA56697},40.094356134664025,-88.27996005894774
7,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2016-01-01,Warning,Not Specified,W14-2,Champaign,7,Not Specified,AERIAL,E,Not Specified,7,Not Specified,{39BC922B-CA43-46CD-8894-88D910C0BD22},40.09361522782205,-88.27995630116413
8,Streetname - Sesquicentennial,"6"" X 30""",Not Specified,Unpunched Telespar,,Streetname,Not Specified,N/A,Champaign,8,Not Specified,AERIAL,A,W 600 Vine  St,8,Not Specified,{1A3AB015-4D15-48C1-8D10-B66AB68FC7A5},40.12204362941018,-88.25174321670787
9,Streetname - Sesquicentennial,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,N/A,Champaign,9,Not Specified,AERIAL,A,N600 Elm St,9,Not Specified,{C2139729-5DE6-41DB-BF48-968844846A86},40.12113019600902,-88.25010233249756
10,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,10,Not Specified,AERIAL,E,Not Specified,10,Not Specified,{4A856BB9-7A38-4430-B5D4-06BF106A4F52},40.09198989886159,-88.27871833659931
11,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,11,Not Specified,AERIAL,E,Not Specified,11,Not Specified,{1E6454DB-E924-4417-9E7F-1BBA2E8DFF68},40.09291180594393,-88.27864356586647
12,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,12,Not Specified,AERIAL,E,Not Specified,12,Not Specified,{85F5B6E2-4938-4A34-84EA-B9AD9FE8BD96},40.093420419952245,-88.27862378502167
13,No Outlet,"30"" X 30""",Not Specified,Punched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,13,Not Specified,AERIAL,E,Not Specified,13,Not Specified,{2F0788A2-DB35-4B28-91C6-5224BFDBFBEB},40.09744297100248,-88.27846661668924
14,No Parking to Corner,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,HR7-11,Champaign,14,Not Specified,AERIAL,D,Not Specified,14,Not Specified,{C418ADF2-0043-4BA1-8698-532F7CA383B7},40.09822726941488,-88.29215410142788
15,No Parking to Corner,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,HR7-11,Champaign,15,Not Specified,AERIAL,D,Not Specified,15,Not Specified,{90EB18C0-B2FF-48C6-B089-E3306E8BA761},40.09814369065614,-88.29227686884639
16,30 mph Speed Limit,"24"" X 30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R2-1,Champaign,16,Not Specified,AERIAL,E,Not Specified,16,Not Specified,{5D0E64AD-2650-43F7-A1B2-96491D4C9394},40.097579775196834,-88.28802416517266
17,30 mph Speed Limit,"24"" X 30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R2-1,Champaign,17,Not Specified,AERIAL,E,Not Specified,17,Not Specified,{D9E07867-9C31-43EF-A2E3-44A59C043217},40.093252684079424,-88.29492449563683
18,35 mph Speed Limit,"24"" X 30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R2-1,Champaign,18,Not Specified,AERIAL,E,Not Specified,18,Not Specified,{40F38D3A-1B57-4A74-B0C7-5E630620E494},40.09377561693409,-88.29514343764058
19,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,19,Not Specified,AERIAL,E,Not Specified,19,Not Specified,{DC4E222F-61D4-496C-A612-5790AFF72FFD},40.09318487841413,-88.29224449153185
20,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,20,Not Specified,AERIAL,E,Not Specified,20,Not Specified,{F1B15928-82B4-43D3-9693-4FC65D06E9B4},40.09336737102146,-88.29236444586965
21,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,21,Not Specified,AERIAL,D,Not Specified,21,Not Specified,{9E451760-503A-4741-A588-0BACD293540A},40.09833607689777,-88.2921389236815
22,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,22,Not Specified,AERIAL,E,Not Specified,22,Not Specified,{F90F259D-AA9F-47FD-984A-D0AB589368AA},40.09762319843804,-88.288087388408
23,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,23,Not Specified,AERIAL,E,Not Specified,23,Not Specified,{DCE4F452-503C-4A80-8EC0-C86E9DFA8027},40.09690793969074,-88.28807507580952
24,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,24,Not Specified,AERIAL,E,Not Specified,24,Not Specified,{E87BE2FA-69EA-4A63-A5EE-5C12081137D9},40.096994758540085,-88.28783869932542
25,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,25,Not Specified,AERIAL,E,Not Specified,25,Not Specified,{6C0BD122-17D2-4663-B199-FF70D49659B0},40.096175779212174,-88.28806848698432
26,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,26,Not Specified,AERIAL,E,Not Specified,26,Not Specified,{F2037764-DA64-41CF-BE15-A7C633630E6C},40.09625937812832,-88.28783851119744
27,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,27,Not Specified,AERIAL,E,Not Specified,27,Not Specified,{4ACBB8EB-2ADF-4CD7-8D36-9A7149EBE3CA},40.09545878279018,-88.28805570689843
28,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,28,Not Specified,AERIAL,E,Villa Dr,28,Not Specified,{FF06BADC-AB49-43E1-9251-17AE6013337A},40.08645008541706,-88.32410656446696
29,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,29,Not Specified,AERIAL,E,Not Specified,29,Not Specified,{53A408CC-BBE9-48B2-A00F-94C59E196627},40.09335298731645,-88.29144093281505
30,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,30,Not Specified,AERIAL,E,Not Specified,30,Not Specified,{1ACED29B-8C74-40B5-A968-DAD8917DF175},40.09316383289788,-88.29038337046275
31,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,31,Not Specified,AERIAL,E,Not Specified,31,Not Specified,{A0CCF57C-D500-4A28-ADD5-A086073EAA3D},40.09336347538178,-88.29504313244188
32,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,32,Not Specified,AERIAL,E,Not Specified,32,Not Specified,{06FCCECE-AD01-4C21-9EE3-C2F85E26C0F0},40.095178448304004,-88.29506695196763
33,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,33,Not Specified,AERIAL,E,Not Specified,33,Not Specified,{7F5FF100-4B98-44E9-95BD-0D6A50360A4F},40.09609190532423,-88.29507223943311
34,Stop,"30""",Not Specified,Punched Telespar,2013-01-01,Regulatory,Not Specified,R1-1,Champaign,34,Not Specified,AERIAL,E,Not Specified,34,Not Specified,{441977C6-A66A-4171-85DC-A71D4C64D2AC},40.09443394879864,-88.28757492140294
35,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,35,Not Specified,AERIAL,E,Not Specified,35,Not Specified,{85779A6C-2C5C-430A-8CA8-DEE3116430D6},40.09462496867601,-88.28747098658339
36,Stop,"30""",Not Specified,Punched Telespar,2014-01-01,Regulatory,Not Specified,R1-1,Champaign,36,Not Specified,AERIAL,E,Not Specified,36,Not Specified,{7C776CCF-CBD8-47AF-84A6-3E7BA274E44D},40.09583660943763,-88.2831589189356
37,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,37,Not Specified,AERIAL,E,Not Specified,37,Not Specified,{1BF8FC6E-DD78-4BAD-BE90-B86D69B5EA0F},40.09498169654874,-88.27969155548054
38,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,38,Not Specified,AERIAL,E,Not Specified,38,Not Specified,{FE9AF1E1-89F6-4285-9F03-34AFB299643C},40.094340755395145,-88.27961099772484
39,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,39,Not Specified,AERIAL,E,Not Specified,39,Not Specified,{48CC690E-F3AE-4F1A-8EB8-982298788D4E},40.09517936028522,-88.27981871720414
40,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,40,Not Specified,AERIAL,E,Not Specified,40,Not Specified,{D9DAB902-7019-45CE-9BF7-10684B13EED8},40.096634673071286,-88.27853855953764
41,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,41,Not Specified,AERIAL,E,Not Specified,41,Not Specified,{9246D6BD-B8A6-462C-B7E1-1DB555ECBC98},40.0965516494431,-88.27880535941014
42,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,42,Not Specified,AERIAL,E,Not Specified,42,Not Specified,{F603293F-C904-4B59-9E18-9CC781B71C05},40.09770133632172,-88.28180355911132
43,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,43,Not Specified,AERIAL,E,Not Specified,43,Not Specified,{F83B7690-EEDA-4A17-9AD6-F001DCE360E5},40.09733879008688,-88.28263306933026
44,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,44,Not Specified,AERIAL,E,Not Specified,44,Not Specified,{4318E347-4B31-4EF4-A8A1-447CEED82040},40.095755611817275,-88.28342442682309
45,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,45,Not Specified,AERIAL,E,Stratford Dr,45,Not Specified,{9408C966-A342-4DA7-A659-A087B2CA357D},40.09694037057613,-88.29216519484835
46,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,46,Not Specified,AERIAL,E,Stratford Dr,46,Not Specified,{0A29F65E-789A-4E50-8371-CBC48D604554},40.09630596079116,-88.29213821164731
47,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Bradley Ave,R10-3,Champaign,47,Not Specified,AERIAL,L,Not Specified,47,Not Specified,{6C716EA1-A3A6-4378-A670-740DBD51A1BC},40.12731312258727,-88.24535509327384
48,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,48,Not Specified,AERIAL,J,Not Specified,48,Not Specified,{F3D8EF8F-750B-4597-AC20-E35A7B6D646F},40.12050012077202,-88.23498414265957
49,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,49,Not Specified,AERIAL,E,Stratford Dr,49,Not Specified,{A56C8C2D-B7C3-4424-B345-21AF0C17EC77},40.09548645170812,-88.29219615797203
50,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,50,Not Specified,AERIAL,E,Southwood Dr,20,Not Specified,{8FA9E862-97A5-465A-9657-744139BA56AE},40.09336737102146,-88.29236444586965
51,Streetname,"6"" X 30""",Not Specified,Punched Telespar,2014-01-01,Streetname,Not Specified,D3-1,Champaign,51,Not Specified,AERIAL,E,Stratford Dr,50,Not Specified,{362648F4-095A-4295-96C7-0508E3DC954A},40.097650002162105,-88.29214313239524
52,Streetname,"8"" X 36""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,52,Not Specified,AERIAL,D,Stratford Dr,21,Not Specified,{C8C196B6-CB01-411C-A9EB-A046B990C985},40.09833607689777,-88.2921389236815
53,Streetname,"6"" X 30""",Not Specified,Punched Telespar,2014-01-01,Streetname,Not Specified,D3-1,Champaign,53,Not Specified,AERIAL,E,Scottsdale Dr,22,Not Specified,{54E78C32-4C37-45B8-A713-668549FC14E7},40.09762319843804,-88.288087388408
54,Streetname,"6"" X 30""",Not Specified,Punched Telespar,2014-01-01,Streetname,Not Specified,D3-1,Champaign,54,Not Specified,AERIAL,E,Scottsdale Dr,23,Not Specified,{A1261713-0ED9-45DC-98BD-F574453FA8BF},40.09690793969074,-88.28807507580952
55,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,55,Not Specified,AERIAL,E,Arden  Ct,51,Not Specified,{28195446-D093-4FF6-84BB-D6DB0A421133},40.096848532576956,-88.2865674915385
56,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,56,Not Specified,AERIAL,E,Arden Ct,52,Not Specified,{AED69E3C-C3B9-40AD-AAC6-A9A1EAC1AB24},40.096284046956214,-88.28653790432699
57,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,57,Not Specified,AERIAL,E,Scottsdale Dr,25,Not Specified,{D6C9E301-8679-426F-A683-BD9908237AC8},40.096175779212174,-88.28806848698432
58,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,58,Not Specified,AERIAL,E,Scottsdale Dr,27,Not Specified,{FAA97048-237F-487E-866E-4F877B46698A},40.09545878279018,-88.28805570689843
59,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,59,Not Specified,AERIAL,E,Worcester Dr,53,Not Specified,{96A4BDB9-F65E-45BB-A896-D05E17A337C8},40.09547664663147,-88.29125852925844
60,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,61,Not Specified,AERIAL,E,Southwood Dr,29,Not Specified,{D5EAAA4A-E401-404A-ADE7-D9CCF2CA8378},40.09335298731645,-88.29144093281505
61,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,62,Not Specified,AERIAL,E,Southwood Dr,55,Not Specified,{81757586-3D0E-4B05-B72A-932FBA408CEB},40.09334731640266,-88.29051085124483
62,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,63,Not Specified,AERIAL,E,Emerson Dr,56,Not Specified,{BFCE0FFC-68DE-4862-940A-607F2BA231D5},40.09472958554262,-88.28941843480723
63,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,64,Not Specified,AERIAL,E,Bershire Dr,57,Not Specified,{D9A1B127-BD43-43FF-87B0-6AAB84262263},40.09467107861981,-88.29033215305815
64,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,65,Not Specified,AERIAL,E,Southwood Dr,58,Not Specified,{5B8F7441-2D42-4C60-A482-5F3B68F37BB4},40.093305766648754,-88.2896301822123
65,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,66,Not Specified,AERIAL,E,S Duncan Rd,31,Not Specified,{21CBE7B4-A619-4836-BEFC-07F2E4D09E7D},40.09336347538178,-88.29504313244188
66,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,67,Not Specified,AERIAL,E,S Duncan Rd,32,Not Specified,{6EE562D2-0AB9-436A-A44E-81B5FF7464B8},40.095178448304004,-88.29506695196763
67,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,68,Not Specified,AERIAL,E,Tahoe Ct,59,Not Specified,{391B37EB-1951-426B-AA35-F565B47135BB},40.095049819581604,-88.29340408408211
68,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,69,Not Specified,AERIAL,E,S Duncan Rd,33,Not Specified,{854008D5-3527-4A08-A645-D8540EB6400E},40.09609190532423,-88.29507223943311
69,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,70,Not Specified,AERIAL,E,Scottsdale Dr,34,Not Specified,{670A250F-BCF0-40C1-87C2-BCB0D76EDE70},40.09443394879864,-88.28757492140294
70,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,71,Not Specified,AERIAL,E,Southwood Dr,60,Not Specified,{4878804C-381F-4778-9644-D8774752C005},40.095261701661904,-88.28670843923945
71,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,72,Not Specified,AERIAL,E,Carolyn Dr,61,Not Specified,{0219D6B8-2EBA-49E1-B5F3-0B301A235673},40.09750413497341,-88.2847784446172
72,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,73,Not Specified,AERIAL,E,Tara Dr,62,Not Specified,{7B38B4F3-BD6E-477B-8A03-2175F9A1D418},40.09748280812297,-88.28371369690491
73,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,74,Not Specified,AERIAL,E,Southwood Dr,63,Not Specified,{316F24E4-D15F-4DD1-89B3-B5595C5290EF},40.09586838138091,-88.2842766072133
74,Streetname,"6"" X 30""",Not Specified,Punched Telespar,2014-01-01,Streetname,Not Specified,D3-1,Champaign,75,Not Specified,AERIAL,E,Crescent Dr,36,Not Specified,{40682BFA-B201-4F9F-9D45-5E1861FC29BC},40.09583660943763,-88.2831589189356
75,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,76,Not Specified,AERIAL,E,Southwood Dr,64,Not Specified,{785F1A83-47BD-42C7-9A2A-E48B9AEBF092},40.0956371181526,-88.28209416012629
76,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,77,Not Specified,AERIAL,E,Clover Ln,65,Not Specified,{965DDEFD-720D-4D9F-B7D9-E1D7343DB469},40.093637274416196,-88.27971864794684
77,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,78,Not Specified,AERIAL,E,Alder Ln,66,Not Specified,{A8B956BD-CDD6-43BB-B991-70934EC4DCF7},40.09348795082841,-88.27848664294106
78,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,79,Not Specified,AERIAL,E,Alder Ln,10,Not Specified,{CE0E1904-1366-449E-8754-CF66DB581AC7},40.09198989886159,-88.27871833659931
79,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,80,Not Specified,AERIAL,E,Alder Ln,11,Not Specified,{CE1B3577-7F1F-4AA1-B244-E2F81EBFFECB},40.09291180594393,-88.27864356586647
80,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,81,Not Specified,AERIAL,E,Southwood Dr,39,Not Specified,{4AEE9330-AB50-4213-887C-B74B84CC5444},40.09517936028522,-88.27981871720414
81,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,82,Not Specified,AERIAL,E,Parkside Terr,40,Not Specified,{70F12C34-DDA9-4C9E-8E3B-2532E4EEC7C9},40.096634673071286,-88.27853855953764
82,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,83,Not Specified,AERIAL,E,Southwood Dr,67,Not Specified,{C2C9BDF7-DF87-45BC-8B2C-A80C38DF8F90},40.09513193853507,-88.27766667227064
83,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,84,Not Specified,AERIAL,E,Parkside Ter,41,Not Specified,{C34482E4-59F1-4B05-8301-6D3CEC866FEE},40.0965516494431,-88.27880535941014
84,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,85,Not Specified,AERIAL,E,Southwood Dr,68,Not Specified,{94794FDA-4B2E-4DA7-AD16-8DAEE5D5A8E0},40.0951473708749,-88.27873025332006
85,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,86,Not Specified,AERIAL,E,Parkside Ter,69,Not Specified,{9041430D-5FFC-4BA2-BA8A-A69838292391},40.097426400008565,-88.27857054903097
86,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,87,Not Specified,AERIAL,E,Rosewood Dr,70,Not Specified,{8AC99F7D-FD2E-4ED0-ADCA-4AB6858588E5},40.097563802952,-88.28001570232804
87,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,88,Not Specified,AERIAL,E,Crescent Dr,42,Not Specified,{6B1E2D7C-4526-4C4D-9B06-8C24DA9B9ED6},40.09770133632172,-88.28180355911132
88,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,89,Not Specified,AERIAL,E,Rodney Dr,43,Not Specified,{BA3DCF4E-9137-4295-AEFE-F52461325A24},40.09733879008688,-88.28263306933026
89,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,90,Not Specified,AERIAL,E,Not Specified,71,Not Specified,{9920D391-0FB8-462B-882D-6F46147766C7},40.09464860010661,-88.28346881399293
90,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,91,Not Specified,AERIAL,E,Not Specified,72,Not Specified,{68F2B198-596B-43E6-B678-84F8D1E1D09B},40.0933583724373,-88.28505721515376
91,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,92,Not Specified,AERIAL,E,Not Specified,73,Not Specified,{646BE0A1-1D10-43C3-9A92-3E666BCD81CD},40.09250113155253,-88.28403787013964
92,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,93,Not Specified,AERIAL,E,Not Specified,74,Not Specified,{8D714109-98CF-40C7-A8FD-29812DC3D524},40.09268612412324,-88.28404412415912
93,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,94,Not Specified,AERIAL,E,Not Specified,75,Not Specified,{F49F805B-21D6-43DB-BA05-A16136322AD5},40.0930730692944,-88.28348902788535
94,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,95,Not Specified,AERIAL,E,Not Specified,76,Not Specified,{D1B3D67A-980B-4542-A6F7-0B0C644EFF83},40.09136595285971,-88.28174237032749
95,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,96,Not Specified,AERIAL,E,Not Specified,77,Not Specified,{7FA99C17-3A17-46C7-BDE8-E3199415FC3F},40.09271943085262,-88.28247254735535
96,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,97,Not Specified,AERIAL,E,Not Specified,78,Not Specified,{B78E69F5-5482-4C3A-BAC6-D175EDC9DF43},40.09311196630129,-88.28194272864063
97,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,98,Not Specified,AERIAL,E,Not Specified,79,Not Specified,{1D410CD1-6368-4770-B1C4-F747037FA6A3},40.09204077107193,-88.28053905048387
98,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,99,Not Specified,AERIAL,E,Not Specified,80,Not Specified,{8559128F-47D4-4E6E-83FC-00CE3BFD42B9},40.08990305315161,-88.27935281220262
99,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,100,Not Specified,AERIAL,E,Not Specified,81,Not Specified,{6FEAAD71-5117-46D7-A132-9C3EE0C73B7D},40.08981530067924,-88.27961299139689
100,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,101,Not Specified,AERIAL,E,Not Specified,82,Not Specified,{3F00D99F-E57D-4D4A-9C62-64125168CA46},40.09064123407229,-88.28170938860549
101,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,102,Not Specified,AERIAL,E,Not Specified,83,Not Specified,{F946AEB1-ECD5-45AD-85E1-C8C49827A3A2},40.091554310377006,-88.28542071753864
102,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,103,Not Specified,AERIAL,E,Not Specified,84,Not Specified,{FDF00B81-F150-47A0-8F0E-CF5F03E8F6BF},40.091364105531845,-88.28528961862382
103,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,104,Not Specified,AERIAL,E,Not Specified,85,Not Specified,{A9EABB73-A23C-4DA9-A305-E95A02B27574},40.08984930811973,-88.28548354786287
104,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,105,Not Specified,AERIAL,E,Not Specified,86,Not Specified,{562F9163-4C76-4BA0-A3A6-0C4847A8D396},40.08995420262014,-88.28522285860852
105,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,106,Not Specified,AERIAL,E,Not Specified,87,Not Specified,{EDFA0530-551D-4B70-92E8-BAEB9AE5ED46},40.09000922223747,-88.28145865208691
