OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID,Latitude,Longitude
99,Cast Iron,Other,Globe,IND,55,SL030,1255277.4522,1007032.545,7.0,,137,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1F68378E-B22B-4C2D-A92F-6D9ABC151BC7},40.11354088341754,-88.25187726671736
100,Cast Iron,Other,Globe,IND,55,SL030,1255236.13105,1007100.662,7.0,,139,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{6C4A8C03-4236-46A3-808E-FABF79F2FBE0},40.11343851011603,-88.25164298367429
101,Cast Iron,Other,Globe,IND,55,SL030,1255162.29809999,1007089.455,7.0,,140,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{82D97F17-311F-4EA5-8C71-D1E6ABAFC0BD},40.11322368048977,-88.25168002054222
102,Cast Iron,Other,Globe,IND,55,SL030,1255191.109425,1008013.133,7.0,,141,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{D4E76E47-FBF0-4001-B817-DF37EB5B1BB4},40.113300395314766,-88.2483774525276
103,Aluminum,Truss Arm,Cobra,HPS,250,SL030,1255607.5429,1008767.206,4.0,,142,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{BD1C6B02-B01A-4658-AB58-90C97A4B89DA},40.11443722276794,-88.2456803677838
104,Cast Iron,Other,Globe,IND,55,SL030,1255599.94795,1008323.273,7.0,,143,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{FEE014AB-331E-4666-9631-9D395C82255C},40.114428168694644,-88.24726181935334
105,Cast Iron,Other,Globe,IND,55,SL030,1255595.246575,1006535.351,7.0,,145,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1BEF241C-89C7-43F7-95FC-E2B073840D0F},40.114412221848205,-88.25366844101772
106,Cast Iron,Other,Globe,IND,55,SL030,1255595.331175,1006398.699,7.0,,146,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{E3E49AB2-B7F7-479F-BB7C-FEB936E6AB29},40.11441197744604,-88.25415522805086
107,Cast Iron,Other,Globe,IND,55,SL030,1256063.125225,1006383.812,7.0,,148,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{006F6615-0006-4D39-BCE9-5A7E83F74BDB},40.115700168725965,-88.25421739113949
108,Cast Iron,Other,Globe,IND,55,SL030,1255938.993575,1006461.244,7.0,,149,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{2C7930C0-56A2-4BB8-8225-6C315727B446},40.11535650063102,-88.25392957451572
109,Cast Iron,Other,Globe,IND,55,SL030,1255904.11705,1008176.9614,7.0,,150,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{5E91922C-2F25-4329-9B38-444C6A5658B5},40.115262193798856,-88.2477930503421
110,Cast Iron,Other,Globe,IND,55,SL030,1255941.2885,1006594.505,7.0,,153,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{ED0BE660-833C-4EB4-A211-130D51745C99},40.11535817490713,-88.25344109340153
111,Cast Iron,Other,Globe,IND,55,SL030,1255735.119925,1007046.035,7.0,,154,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{129A617A-9832-40D5-A78F-E343C16BB77A},40.11479624671688,-88.25183338468834
112,Cast Iron,Other,Globe,IND,55,SL030,1255813.78552499,1007088.204,7.0,,155,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{07DAB083-15C2-4F1F-963E-86FB45BB495F},40.115012086684054,-88.25168235449934
113,Cast Iron,Other,Globe,IND,55,SL030,1255903.047725,1007418.019,7.0,,156,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{5C0F336F-5DCE-4A68-91A3-9F8573C98EDC},40.11525472208615,-88.2505190925168
114,Cast Iron,Other,Globe,IND,55,SL030,1255902.18539999,1007717.246,7.0,,157,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{BFCF4AA1-1397-451C-ADDB-548CCC7D9F46},40.11524757675117,-88.2494418992719
115,Cast Iron,Other,Globe,IND,55,SL030,1255900.018175,1007873.95,7.0,,158,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A5356B22-6FF9-4E53-8A8D-F7B696DC68E4},40.115246891327494,-88.24888167930162
116,Cast Iron,Other,Globe,IND,55,SL030,1255833.2741,1007965.305,7.0,,159,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B5622001-1299-4488-AB41-527519A4960B},40.11506333137041,-88.24854626417168
117,Cast Iron,Other,Globe,IND,55,SL030,1256008.819125,1008001.556,7.0,,160,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B0078D06-A040-40AC-B58D-58AD073EC07A},40.11555912795591,-88.24840262741297
118,Cast Aluminum,Other,Teardrop,HPS,150,SL067,1253978.792275,1012145.23,8.0,,161,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{3E1CAAD4-894E-4DE1-9309-FB061A87E0E1},40.10996070458239,-88.23364116964234
119,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254013.4939,1012192.043,8.0,,162,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{E49EE132-53E7-4083-AFF7-D20410737B9D},40.1100557988773,-88.2334488027915
120,Cast Aluminum,Traffic Signal,Teardrop,HPS,250,SL067,1254064.5364,1012207.397,5.0,,163,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{04A1718B-B265-4A48-8B26-49E97F614FAC},40.110195879523204,-88.23339254910489
121,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254069.071975,1012277.075,2.0,,164,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,11/1/18,{D9E542D6-3740-4907-8151-EF8C1B063B0B},40.110209032733444,-88.23314083108289
122,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254070.563125,1012352.361,2.0,,165,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,11/1/18,{97A78B41-FE73-449B-B0A1-CD4A860A31BC},40.110211957348746,-88.23286771207816
123,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254071.24152499,1012417.367,2.0,,166,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,11/1/18,{7CB92651-317D-4FF6-83CF-10631583D799},40.110213613808696,-88.23263046056745
124,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254071.837375,1012493.378,2.0,,167,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,11/1/18,{4576BB68-DC69-48CB-B0C0-54A6022A1FD9},40.110215013721046,-88.23235981872689
125,Cast Iron,Other,Globe,IND,55,SL030,1255939.988,1007028.035075,7.0,,169,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A85376A6-57EE-4C12-8208-4AFDF18D90D9},40.115360583882094,-88.25189806280972
126,Cast Iron,Other,Globe,IND,55,SL030,1255817.02835,1006383.439925,7.0,,173,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{5D68BD4E-87D4-4E80-9E7D-BCCA80D22795},40.11502273745342,-88.2542021887425
127,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263137.5373,1007388.665,3.0,,174,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B3CF3FC6-BABE-4D54-885C-E6FF0996DFD2},40.135115764633696,-88.25057865652396
128,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263163.162175,1007303.448,3.0,,175,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{1F016635-4EC1-4A75-B3C2-C2FF366BADEA},40.13518632768431,-88.25088839659104
129,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263508.20455,1007299.613,3.0,,176,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0E9F74D8-9908-4C49-A88F-DE89CCA95AB7},40.1361335128127,-88.25090096672893
130,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263833.3776,1007291.861,3.0,,177,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{F2C9D5FA-C686-41FF-90AB-391F3A750C5A},40.13703390295079,-88.25092061666365
131,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263699.97335,1007355.815,3.0,,178,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{2DF273EF-4E12-4A27-82D0-46822AA46657},40.13667158310197,-88.25069188377708
132,Cast Aluminum,Other,Teardrop,HPS,250/100,SL067,1254019.49879999,1012565.054,2.0,,179,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{714F4A9D-BCC1-4779-B159-FED0D2A8B042},40.110074123022265,-88.23210954632255
133,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL067,1254074.14145,1012624.35,8.0,,180,Yes,Not Specified,Black,Lumec,GE,Yes,"Upper - HPS, Lower - IND",AERIAL,Not Specified,Not Specified,{CF55049E-8EDE-403E-BECD-FE16A30D3FDA},40.11022093046388,-88.2318924914798
134,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL067,1254075.084025,1012755.818,8.0,,181,Yes,Not Specified,Black,Lumec,GE,Yes,"Upper - HPS, Lower - IND",AERIAL,Not Specified,Not Specified,{6D88C17C-6BFA-4959-A965-5B793961932E},40.110227055633096,-88.23144309725481
135,Cast Aluminum,Other,Teardrop,HPS,250/100,SL067,1254076.338225,1012823.086,2.0,,182,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{D2C039B8-2BDD-40E3-9F93-A9462C0BCFC4},40.11022634451906,-88.23119096314181
136,Cast Aluminum,Other,Teardrop,HPS,250/100,SL067,1254078.026425,1012877.966,2.0,,183,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{028E8167-29B0-4638-A228-7F6CD717CC34},40.1102290846862,-88.23098947821588
137,Cast Aluminum,Other,Teardrop,HPS,250/100,SL067,1254080.88255,1012949.98,2.0,,184,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A6F5BDD9-E4F4-496C-BFA5-F797DBB2505D},40.11023440875425,-88.23073144676415
138,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL067,1254079.7892,1012997.213,8.0,,185,Yes,Not Specified,Black,Lumec,GE,Yes,"Upper - HPS, Lower - IND",AERIAL,Not Specified,Not Specified,{8233ADED-4DEC-4F70-9002-CD1AECDE41A5},40.110235283625116,-88.23058758753281
139,Steel,Traffic Signal,Teardrop,HPS,250,TS096,1254065.4223,1013025.634,5.0,,186,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{92D05614-615B-4BCF-B315-2ED4100C65FD},40.110203357009844,-88.23047151239437
140,Aluminum,Truss Arm,Cobra,HPS,250,SL025,1257244.036825,1009343.838125,6.0,,188,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6705915E-8AFA-4674-9480-EC0688DC6004},40.11893164351589,-88.24361353293295
141,Aluminum,Truss Arm,Cobra,HPS,250,SL032,1257043.919675,1009342.5024,6.0,,189,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AA444187-5AD9-4F35-8B4F-3B8F1449250E},40.118382969132895,-88.24361482418169
142,Aluminum,Truss Arm,Cobra,HPS,250,SL032,1257018.62729999,1009274.27615,6.0,,190,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{FDCF1835-50FA-4371-9790-D66C94E8EF94},40.11831330485086,-88.24386615052678
143,Cast Aluminum,Other,Globe,IND,85,SL032,1257026.03725,1009076.97925,1.0,,191,Yes,Not Specified,Black,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{E2CC2DD0-B04D-4338-A3EB-22DCD45051EA},40.118334609239874,-88.24456156630833
144,Cast Iron,Other,Globe,IND,55,SL030,1255244.21695,1006541.353,7.0,,193,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{40BD51C2-5541-429E-B864-A3A3FA00A88A},40.113444764371316,-88.25362501513789
145,Cast Iron,Other,Globe,IND,55,SL030,1255243.79877499,1006670.785,7.0,,194,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{6A80C812-2ED8-4F21-B40D-1924D62B45D5},40.113444282935085,-88.25314023701975
146,Aluminum,Davit,Cobra,HPS,100,SL047,1257714.39595,1010915.691,4.0,,195,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{69FC5E06-6E3A-4CD7-BD0D-12CA82AB1C74},40.1202190045548,-88.23799011223217
147,Wood,Pipe Arm,Cobra,HPS,100,SL047,1257657.379625,1010931.463,4.0,,196,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{2C55EB63-94A3-4F50-9A42-EDCC49409118},40.12006244251775,-88.23793393616525
148,Aluminum,Davit,Cobra,HPS,100,SL047,1257644.950825,1010772.612,4.0,,197,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{5CD0E150-F724-4546-B192-4ECB0341CF55},40.120028790701625,-88.23850198705621
149,Aluminum,Davit,Cobra,HPS,100,SL046,1257069.07345,1012543.304,4.0,,199,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{A9D3664E-4F6A-4279-84D6-54A7A2185872},40.11845260436759,-88.23217992012461
150,Aluminum,Davit,Cobra,HPS,100,SL046,1257253.18835,1012541.672,4.0,,200,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4C710B0C-FFCA-4903-A513-62049795AF88},40.118954715882886,-88.23218120440502
151,Aluminum,Davit,Cobra,HPS,100,SL046,1257391.56805,1012518.593,4.0,,201,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B2D223CF-0D78-4182-982D-9FB07A1FEA24},40.119333478146125,-88.23226114018257
152,Aluminum,Davit,Cobra,HPS,100,SL046,1257393.345325,1012334.139,4.0,,202,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{F62604E4-44FC-41C6-BF9C-BCC9DCA36B91},40.11933054512505,-88.2329241674811
153,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253939.21004999,1013028.742,2.0,,209,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{DD5BD497-2B49-41A4-A012-A138F6DB7D04},40.10984928852495,-88.23048638043385
154,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253799.354975,1013031.521,2.0,,211,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1F1525CB-20A3-44D4-856D-9132927866E4},40.109465359697374,-88.23047376300252
155,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL067,1253734.557225,1013028.292,8.0,,212,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{C505F5E2-EEBB-441F-A9B0-573657BCC4B5},40.10928748010338,-88.23047094843939
156,Cast Aluminum,Traffic Signal,Teardrop,HPS,250/100,SL067,1253675.13445,1013084.684,8.0,,213,No,Not Specified,Black,Sternberg,GE,Yes,Combo pole with traffic signals,AERIAL,Not Specified,Not Specified,{83D67E20-ACC6-4432-8C4F-BBFABAA809A5},40.10912399090073,-88.2302657443835
157,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253767.61595,1013078.194,2.0,,214,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{309B4CD4-CD50-4333-BAEA-C85860BAAE06},40.10937806703171,-88.23028782049114
158,Aluminum,Davit,Cobra,HPS,150,SL020,1258090.451775,1007997.801,4.0,,215,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{DF28368A-B555-4DD7-AABF-D6F170589DBD},40.121259435457304,-88.24842236865376
159,Aluminum,Davit,Cobra,HPS,150,SL020,1257757.6279,1007994.15,4.0,,216,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4C2B1C65-B350-475E-8C95-948F56C24D04},40.120345809178936,-88.24843656215474
160,Steel,Truss Arm,Cobra,HPS,150,SL020,1258075.71955,1007789.298,3.0,,217,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B1553BE0-013A-412E-9758-3CCA6BCC1C39},40.12121953809805,-88.24916797789376
161,Steel,Truss Arm,Cobra,HPS,150,SL020,1258078.038825,1007634.31,3.0,,218,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{C9D771F8-6930-4163-8610-5E171A546C7F},40.121226306015735,-88.24972217189807
162,Aluminum,Davit,Cobra,HPS,150,SL020,1258088.72345,1007497.24,4.0,,219,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6E4C70FA-431F-4CFB-9DAA-0C4716F373E8},40.12125599009549,-88.25021324369982
163,Steel,Truss Arm,Cobra,HPS,150,SL020,1258123.820075,1004346.92,3.0,,220,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{DC2AD99A-AF98-4908-B40D-949B787BF95C},40.12135987034445,-88.26147698481209
164,Steel,Truss Arm,Cobra,HPS,150,SL020,1258121.98885,1004495.809,3.0,,221,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{964DBCD8-4F5F-4F19-8849-E232F5E6B7E7},40.12135451153352,-88.2609445982999
165,Steel,Truss Arm,Cobra,HPS,150,SL020,1258122.4828,1004647.393,3.0,,222,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{1F847653-682E-4C6A-A15B-EF106D99F14E},40.12135552782016,-88.26040256408896
166,Steel,Truss Arm,Cobra,HPS,150,SL020,1258082.2837,1005683.615,3.0,,223,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{7CF75A7F-175E-46B5-ADE9-FE0587B89944},40.121242784694424,-88.25669739199138
167,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253831.679725,1013067.72,2.0,,225,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A53C7292-6ED7-4A16-B510-9BC3A48C1FD7},40.10955393554435,-88.23029469954183
168,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253909.0729,1013073.62,2.0,,226,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{108B9F57-2636-4D97-8BDA-F81FCF78AB5A},40.109766396049594,-88.23030314912982
169,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1253972.640775,1013071.69,2.0,,227,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1E5B7DB4-7EC7-4BF8-820B-A3715E9A370D},40.10994089463874,-88.23030084841733
170,Cast Aluminum,Other,Teardrop,HPS,100,SL067,1254037.82485,1013068.382,2.0,,228,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{9FE89827-C525-460C-9C34-5CB55C363043},40.11012326674235,-88.23030389623904
171,Cast Aluminum,Other,Cobra,HPS,250/100,SL067,1254081.248175,1013151.607,2.0,,229,Yes,Not Specified,Black,Lumec,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{FBE61519-8111-45E1-8B8C-BE0EFE85E340},40.11024081208041,-88.23002308771848
172,Cast Aluminum,Other,Cobra,HPS,250/100,SL067,1254084.167225,1013287.222,2.0,,230,Yes,Not Specified,Black,Lumec,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{E14E3681-754A-41E4-BE64-76F97AEF8EEE},40.11024635351137,-88.22952334351449
173,Cast Iron,Other,Globe,IND,55,SL030,1255029.167925,1007517.101175,7.0,,244,No,Not Specified,Green,Not Specified,QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{31C2B387-9339-4D53-B0A7-8581BD43248F},40.112848802667195,-88.25016119025513
174,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253642.276225,1013237.073,1.0,,247,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0B76B6FA-5412-4ED4-8EDB-FF6359B512E2},40.109033481758466,-88.22971169790087
175,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253681.713975,1013120.245,1.0,,248,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{069D5D10-832D-437D-BA07-93FBA684AB4A},40.10914211134501,-88.23012399265812
176,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253682.16452499,1013201.177,1.0,,249,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EDC18AA5-4056-494D-9060-87AB5B04F263},40.10914308971806,-88.2298346519036
177,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253683.50975,1013278.57,1.0,,250,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{3E730680-9698-4AD9-B8C0-D64023CC51F6},40.10914653048125,-88.22955324353258
178,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253684.455475,1013362.935,1.0,,251,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{18EC1CD1-261F-4064-B2FD-3673080857CD},40.109148869105525,-88.22926583134364
179,Cast Aluminum,Combo,Not Specified,HPS/Induction,250/100,SL099,1254252.795375,1012185.051,8.0,,253,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{2A2F8545-5F38-465F-9101-952FDE746746},40.110697699600124,-88.23345399259809
180,Cast Aluminum,Combo,Cobra,HPS/Induction,250/100,SL099,1254170.30615,1012187.119,8.0,,254,Yes,Not Specified,Black,Sternberg,GE/QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{3658FC60-2010-4699-89D1-7BD43552852D},40.11048398954941,-88.233462557011
181,Cast Aluminum,Combo,Cobra,HPS/Induction,250/100,SL099,1254185.530325,1012142.815575,8.0,,255,No,Not Specified,Black,Sternberg,GE/QL,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1AEFFF5C-4D9D-4ED3-9431-D72CDE20F5CC},40.110490801877845,-88.23362981673999
182,Cast Aluminum,Traffic Signal,Teardrop,HPS,250,SL099,1254112.867575,1012116.992,5.0,,256,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{59073465-BD20-4117-B42A-27DE7837B436},40.110328405467754,-88.23371123701263
183,Cast Aluminum,Other,Globe,HPS,100,SL030,1252328.87275,1005225.77,1.0,,257,No,Not Specified,Green,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A31D7056-283B-45AD-B270-4B9D5F260449},40.10545012254891,-88.25835188750219
