X,Y,OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID
-9824847.80767025,4887225.98189152,1,Steel,Traffic Signal,Cobra,HPS,250,SL006,1267212.311475,1005283.201,6,2005/01/01 06:00:00+00,1,No,,Black,,GE,No,,AERIAL,,,{3D9252A0-98F3-41A1-9CE0-8D9AB468C8F5}
-9822795.29692906,4882735.31532618,2,Aluminum,Truss Arm,Cobra,LED,,SL060,1255992.918275,1010449.98265,4,2017/01/01 06:00:00+00,4,No,,Black,,GE,Yes,,AERIAL,,,{3F9D8B79-1F27-427D-86F4-CC5D4472F47D}
-9822669.91777099,4882848.74170994,3,Cast Aluminum,Other,Globe,IND,85,SL048,1256265.682725,1010762.002675,1,,7,Yes,,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18,{A210936D-18C6-43A0-8A43-111608E5E6E9}
-9822446.20165141,4882850.14453413,4,Aluminum,Combo,Cobra,Other,250/85,SL048,1256269.251825,1011333.168,6,,11,No,,Black,,GE-HPS/QL-IND,Yes,,AERIAL,,10/12/18,{123E4305-5BB1-4A96-99CD-8A7F7C084441}
-9825124.61011087,4883275.77984958,5,Cast Iron,Other,Globe,IND,55,SL008,1257328.53399999,1004593.931,7,,14,No,,Green,,QL,Yes,,AERIAL,,,{38DA6762-EFE8-45AA-A24E-3753FB014509}
-9825094.62189776,4883238.29321364,6,Cast Iron,Other,Globe,IND,55,SL008,1257237.4956,1004666.847,7,,15,No,,Green,,QL,Yes,,AERIAL,,,{4922142E-49E3-4326-ACD0-D49296572309}
-9825094.27479219,4883198.53166688,7,Cast Iron,Other,Globe,IND,55,SL008,1257136.53675,1004669.607,7,,16,No,,Green,,QL,Yes,,AERIAL,,,{4F94CB51-0814-4731-891F-FF5B318BC2B1}
-9825312.07887728,4881284.72593621,8,Cast Aluminum,Other,Globe,HPS,100,SL084,1252345.1626,1004126.934,1,,19,No,,Green,,GE,Yes,,AERIAL,,,{E4D5E0FA-2245-4CF5-A347-79DB08D9DBD3}
-9821604.51527864,4883161.25642594,9,Aluminum,Davit,Cobra,HPS,100,SL046,1257050.7511,1013437.815,4,,22,No,,Natural,,GE,No,,AERIAL,,,{D4CAD77B-552D-427C-8360-8802F0C473EC}
-9821664.72458152,4883161.35694605,10,Aluminum,Davit,Cobra,HPS,100,SL046,1257050.82545,1013286.548,4,,23,No,,Natural,,GE,No,,AERIAL,,,{A1E3619F-435B-431D-A4BC-78E0F9F7E725}
-9821750.36343675,4883161.74355057,11,Aluminum,Davit,Cobra,HPS,100,SL046,1257051.54265,1013071.394,4,,24,No,,Natural,,GE,No,,AERIAL,,,{023011F1-4F87-427E-B143-7DB80AEB3683}
-9821760.51056008,4883170.04688374,12,Aluminum,Davit,Cobra,HPS,100,SL046,1257072.29194999,1013045.877,4,,25,No,,Natural,,GE,No,,AERIAL,,,{34AB0C9C-8D22-4E6B-A41C-F31BE9541E44}
-9821762.01508485,4883100.17180255,13,Aluminum,Davit,Cobra,HPS,100,SL046,1256897.426925,1013042.299,4,,26,No,,Natural,,GE,No,,AERIAL,,,{7C701F35-2123-4245-BF02-87B4C5BF862C}
-9821761.51792276,4883030.76855399,14,Aluminum,Davit,Cobra,HPS,100,SL046,1256723.746925,1013043.75,4,,27,No,,Natural,,GE,No,,AERIAL,,,{C37089F6-6B0A-4864-B091-7A1A08589AEC}
-9821785.66505475,4883161.19223338,15,Aluminum,Davit,Cobra,HPS,100,SL046,1257050.06039999,1012982.706,4,,28,No,,Natural,,GE,No,,AERIAL,,,{C77EDC99-EEAB-460C-A1D2-A8B65A53B7FE}
-9823259.52535655,4883274.03277577,16,Cast Aluminum,Other,Globe,HPS,100,SL025,1257328.4366,1009279.594475,1,,30,Yes,,Black,,GE,Yes,,AERIAL,,,{0918E784-9A66-4370-86C9-1B496301EFF5}
-9823545.8313595,4883151.92649944,17,Aluminum,Pipe Arm,Cobra,HPS,250,SL025,1257022.921,1008565.101825,4,,31,No,,Natural,,GE,No,,AERIAL,,,{90E5D56A-8560-4232-B38B-750EC0F3E680}
-9823269.45740646,4883435.08635606,18,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257731.43545,1009254.237,4,,32,No,,Natural,,GE,No,,AERIAL,,,{D318CE06-EE61-4815-814F-57FF24FF0DA3}
-9823304.2490678,4883413.04282382,19,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257676.18584999,1009166.886,4,,33,No,,Natural,,GE,No,,AERIAL,,,{A7FEA43A-47E4-455C-9FCD-1835DDA7B206}
-9823395.55224441,4883436.68753218,20,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257734.64805,1008935.67,4,,34,No,,Natural,,GE,No,,AERIAL,,,{74A7836C-6619-43D4-BBA1-FD8AAE7FDB1E}
-9823339.83046523,4883434.26561277,21,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257729.204475,1009077.443,4,,35,No,,Natural,,GE,No,,AERIAL,,,{8D22542E-01BE-4585-9B0D-81E4FD843461}
-9823419.23305473,4883441.02060702,22,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257745.90967499,1008876.867,4,,36,No,,Natural,,GE,No,,AERIAL,,,{598534ED-7A5F-4BD7-AC02-B870C8770748}
-9823424.64247546,4883415.71571913,23,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257682.5733,1008864.419,4,,37,No,,Natural,,GE,No,,AERIAL,,,{834A2ECD-B671-4AAA-B575-29B579B9C149}
-9823399.63849174,4883345.26007251,24,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257506.326325,1008927.411,4,,38,No,,Natural,,GE,No,,AERIAL,,,{79361117-2AB4-4393-9059-D08A0081D7DA}
-9823399.76429329,4883296.8608824,25,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257385.210175,1008927.215,4,,39,No,,Natural,,GE,No,,AERIAL,,,{A2D37C25-752E-4FBC-A1B7-0A51B43B5691}
-9823197.58371606,4883347.20816156,26,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257511.7101,1009435.025375,6,,43,Yes,A,Black,,GE,No,,AERIAL,,,{228805E3-DD19-4AB3-B9AC-F99377C209D2}
-9823175.76140749,4883241.21845118,27,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257246.533175,1009490.1184,6,,44,Yes,B,Black,,GE,No,,AERIAL,,,{33222056-2EC6-4E76-8CD8-4221FE2ECC74}
-9823192.031967,4883209.96918,28,Cast Aluminum,Other,Globe, ,100,SL032,1257166.77265,1009448.4094,1,,45,No,H,Black,,GE,Yes,,AERIAL,,,{F5C722A7-5E6D-4B5A-85C2-A7970FC0DD16}
-9823205.3638487,4883202.22331969,29,Cast Aluminum,Other,Globe, ,100,SL032,1257150.089975,1009415.2862,1,,46,No,H,Black,,GE,Yes,,AERIAL,,,{6479CE41-83D0-4A8B-851C-4AA9B73C5D9F}
-9823213.03483503,4883177.6994199,30,Cast Aluminum,Other,Globe, ,100,SL032,1257088.29149999,1009397.6563,1,,47,No,H,Black,,GE,Yes,,AERIAL,,,{DC5B6F41-E770-42DC-B0CF-0E1DBE6F88F8}
-9823217.51267223,4883158.83182076,31,Cast Aluminum,Other,Globe, ,100,SL032,1257038.85145,1009384.2886,1,,48,No,H,Black,,GE,Yes,,AERIAL,,,{91DE5015-C6C7-495F-BB6D-C0FB481CC33B}
-9823188.52440731,4883124.00564807,32,Cast Aluminum,Other,Globe,IND,85,SL032,1256951.513175,1009457.778075,1,,49,Yes,H,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18,{CC1F3CD2-7FE9-4B50-9010-DCD1AC9618B3}
-9823128.77390318,4883165.85559764,33,Cast Aluminum,Other,Globe, ,100,SL032,1257056.474425,1009607.860725,1,,51,No,H,Black,,GE,Yes,,AERIAL,,,{698BE613-0491-4A97-B163-3C076DB491D3}
-9823233.92848867,4883197.56741617,34,Aluminum,Truss Arm,Cobra,HPS,250,SL032,1257135.015075,1009343.57375,6,,54,Yes,,Black,,GE,No,,AERIAL,,,{ED306BB9-4163-4C50-B89D-4EC10F295F7F}
-9824020.31299673,4885674.12964282,35,Concrete,Pipe Arm,Cobra,HPS,100,SL012,1263331.969025,1007359.073,3,,55,No,,Natural,Unknown,GE,No,,AERIAL,,,{ABDDA14F-0103-4D8F-99F4-F8C1BCAA52C1}
-9823161.80841715,4883290.96401417,36,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257371.054075,1009525.046,6,,56,Yes,B,Black,,GE,No,,AERIAL,,,{BA71EF34-2B2B-41BD-B71B-0084108A8C72}
-9823186.81722183,4883323.93335178,37,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257453.494075,1009462.133,6,,57,Yes,B,Black,,GE,No,,AERIAL,,,{13639F81-8F70-485E-815F-3248AE0E2DC2}
-9823170.10512036,4883344.53577254,38,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257505.092475,1009504.066,6,,58,Yes,B,Black,,GE,No,,AERIAL,,,{9DF6E207-89D4-45F2-A9CB-F6828350B7B9}
-9823193.92965134,4883273.29685388,39,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257326.76132499,1009444.393,6,,59,Yes,B,Black,,GE,No,,AERIAL,,,{3CEAE994-D68B-408D-A270-80C3C386AB86}
-9823201.14082671,4883236.16658863,40,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257233.82635,1009426.37,6,,60,Yes,A,Black,,GE,No,,AERIAL,,,{A59446A6-63BB-470E-8A59-1D6E3B59FA80}
-9823196.03920503,4883304.36876799,41,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257404.51154999,1009439.014,6,,61,Yes,A,Black,,GE,No,,AERIAL,,,{6CEAC489-6E99-4575-A4E5-384C94399CD4}
-9823141.68012686,4883349.73225319,42,Aluminum,Truss Arm,Cobra,HPS,250,SL053,1257518.1692,1009575.465,6,,62,Yes,B,Black,,GE,No,,AERIAL,,,{2BF5E811-73AA-436B-840B-ADE3511E85C7}
-9823083.14393476,4883071.28137519,43,Cast Aluminum,Other,Globe,IND,85,SL032,1256819.5285,1009728.893,1,,63,Yes,E,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18,{1867C44F-08C3-43D5-8606-7EFA3F144470}
-9823092.15041508,4883074.13883737,44,Aluminum,Pipe Arm,Cobra,HPS,250,SL032,1256829.7811,1009702.793,4,,64,Yes,A,Natural,,GE,No,,AERIAL,,10/12/18,{9C2B78C7-3516-4F72-9398-EDADEEA9368D}
-9823700.91923103,4883291.11993593,45,Cast Iron,Other,Globe,IND,55,SL029,1257366.615275,1008173.19,7,,69,No,,Green,,QL,Yes,,AERIAL,,,{25273EDA-CACA-4E28-8DE7-2830DBEACE42}
-9823764.03009254,4883289.50960735,46,Cast Iron,Other,Globe,IND,55,SL029,1257368.266875,1008013.078,7,,70,No,,Green,,QL,Yes,,AERIAL,,,{C24DD411-12AD-4886-998A-59511C2D6BF3}
-9824579.235973,4883009.17152359,47,Cast Iron,Other,Globe,IND,55,SL029,1256663.553525,1005964.728,7,,71,No,,Green,,QL,Yes,,AERIAL,,,{215A729B-7734-4558-8FCA-3005D2485427}
-9824493.99114853,4882990.75910817,48,Cast Iron,Other,Globe,IND,55,SL029,1256613.081075,1006177.46,7,,72,No,,Green,,QL,Yes,,AERIAL,,,{BAD3D783-9279-4E97-A7C2-E332C4978634}
-9824385.44527087,4882990.27436632,49,Cast Iron,Other,Globe,IND,55,SL029,1256613.533425,1006451.957,7,,73,No,,Green,,QL,Yes,,AERIAL,,,{75CD04E1-9B88-4C43-B777-5E7757BCB474}
-9824181.55211232,4883008.80836002,50,Cast Iron,Other,Globe,IND,55,SL029,1256663.01639999,1006964.726575,7,,74,No,,Green,,QL,Yes,,AERIAL,,,{A6BD0E68-4441-479A-9414-CC93AD0BEF4E}
-9824067.56158273,4883008.21758425,51,Cast Iron,Other,Globe,IND,55,SL029,1256661.84452499,1007251.522425,7,,76,No,,Green,,QL,Yes,,AERIAL,,,{44325FC4-2395-4777-8D13-38FBB09621C0}
-9824182.47007926,4883287.24566367,52,Cast Iron,Other,Globe,IND,55,SL029,1257359.22315,1006962.721,7,,77,No,,Green,,QL,Yes,,AERIAL,,,{BC3F51C9-CE1D-4AF1-841C-6E6F3C3E4C96}
-9824240.23595327,4883287.29884889,53,Cast Iron,Other,Globe,IND,55,SL029,1257357.73105,1006818.03,7,,78,No,,Green,,QL,Yes,,AERIAL,,,{441E0707-2D97-453B-8995-6E3677CCC7E7}
-9824385.21122078,4883270.96327999,54,Cast Iron,Other,Globe,IND,55,SL029,1257321.66355,1006449.566,7,,79,No,,Green,,QL,Yes,,AERIAL,,,{76D24E6C-B95D-428F-8B71-7FDA22E2B708}
-9824584.34785799,4883286.76291609,55,Cast Iron,Other,Globe,IND,55,SL029,1257357.16582499,1005951.209825,7,,80,No,,Green,,QL,Yes,,AERIAL,,,{4C87111C-332B-48A3-A831-119B64337488}
-9824782.71162477,4883271.05600571,56,Cast Iron,Other,Globe,IND,55,SL029,1257316.3886,1005453.171475,7,,81,No,,Green,,QL,Yes,,AERIAL,,,{7DAC8D1E-D346-42B6-A1CC-A7D92DC47946}
-9824668.85194916,4883433.06402512,57,Cast Iron,Other,Globe,IND,55,SL029,1257725.2238,1005738.0035,7,,83,No,,Green,,QL,Yes,,AERIAL,,,{72300D88-30D9-464F-85D0-BAB67C15C98F}
-9824490.22286307,4883432.40005905,58,Cast Iron,Other,Globe,IND,55,SL029,1257726.497325,1006187.133,7,,84,No,,Green,,QL,Yes,,AERIAL,,,{87A38C4E-EE60-4287-A920-00BC3D93AA12}
-9824360.82215148,4883431.8843383,59,Cast Iron,Other,Globe,IND,55,SL029,1257725.678075,1006513.534,7,,85,No,,Green,,QL,Yes,,AERIAL,,,{6E896BD2-24E6-43FD-BA4D-CB945CE5407F}
-9824754.53391712,4883418.09040761,60,Cast Iron,Other,Globe,IND,55,SL029,1257688.558075,1005527.398,7,,87,No,,Green,,QL,Yes,,AERIAL,,,{C857E3BC-094D-4DF2-9378-BB9172E145AB}
-9824692.69743801,4883418.2544832,61,Cast Iron,Other,Globe,IND,55,SL029,1257685.97702499,1005679.344,7,,88,No,,Green,,QL,Yes,,AERIAL,,,{1A99C58A-A8C2-4021-B060-79D69965E0BB}
-9824639.36302377,4883417.6954398,62,Cast Iron,Other,Globe,IND,55,SL029,1257683.175025,1005811.973,7,,89,No,,Green,,QL,Yes,,AERIAL,,,{9405A555-EB86-4004-968D-44DAE923172E}
-9824158.68843944,4883416.26966816,63,Cast Iron,Other,Globe,IND,55,SL029,1257682.8796,1007014.308,7,,90,No,,Green,,QL,Yes,,AERIAL,,,{60D5088D-DADD-44A6-B6DA-DDBB5C650E6D}
-9823969.56171944,4883352.94853939,64,Cast Iron,Other,Globe,IND,55,SL029,1257524.186425,1007495.583,7,,91,No,,Green,,QL,Yes,,AERIAL,,,{2BAFDFBF-D574-4E36-94F7-187FE0F41477}
-9823884.78470817,4883287.53370238,65,Cast Iron,Other,Globe,IND,55,SL029,1257360.898575,1007710.248825,7,,92,No,,Green,,QL,Yes,,AERIAL,,,{7DD18CA3-25E5-477C-8BA6-3ED97812514F}
-9823947.21988157,4883287.27902763,66,Cast Iron,Other,Globe,IND,55,SL029,1257361.51435,1007552.991225,7,,93,No,,Green,,QL,Yes,,AERIAL,,,{59291489-F3B7-4FBF-A7C5-D794BA954340}
-9824068.95004267,4883287.32657758,67,Cast Iron,Other,Globe,IND,55,SL029,1257360.30424999,1007246.824,7,,94,No,,Green,,QL,Yes,,AERIAL,,,{0BC20A19-C1A0-4A7E-919A-8E6C9309D0DB}
-9824512.99331091,4883417.30025387,68,Cast Iron,Other,Globe,IND,55,SL029,1257683.87819999,1006132.93,7,,99,No,,Green,,QL,Yes,,AERIAL,,,{5F712057-C976-4401-A9FA-A5C794499B76}
-9824154.10791404,4883346.42361117,69,Cast Iron,Other,Globe,IND,55,SL029,1257507.429375,1007031.965,7,,100,No,,Green,,QL,Yes,,AERIAL,,,{0031D156-84F9-44D2-80DB-D1ACE6C1F0CE}
-9824137.45836947,4883319.74734288,70,Cast Iron,Other,Globe,IND,55,SL029,1257436.3285,1007072.553,7,,101,No,,Green,,QL,Yes,,AERIAL,,,{D076AF9F-4297-4C10-BF36-D452B14AA3D9}
-9824297.4741661,4883287.14485805,71,Cast Iron,Other,Globe,IND,55,SL029,1257362.389225,1006671.575,7,,102,No,,Green,,QL,Yes,,AERIAL,,,{608FCEC1-65D2-4C46-A923-28113300BA94}
-9824356.51969355,4883286.76560995,72,Cast Iron,Other,Globe,IND,55,SL029,1257360.213425,1006523.53,7,,103,No,,Green,,QL,Yes,,AERIAL,,,{9F451CC1-BE37-45EF-A05B-A4BD10AE4525}
-9824411.79558682,4883286.67684118,73,Cast Iron,Other,Globe,IND,55,SL029,1257358.269875,1006386.24095,7,,104,No,,Green,,QL,Yes,,AERIAL,,,{38712EF7-4853-4BC8-8FE3-063DE0812308}
-9824468.44784344,4883286.95568652,74,Cast Iron,Other,Globe,IND,55,SL029,1257359.31017499,1006243.322475,7,,105,No,,Green,,QL,Yes,,AERIAL,,,{F2E79E6E-0631-4D94-9919-9FBF253AC9A9}
-9823830.22770343,4883287.90456901,75,Cast Iron,Other,Globe,IND,55,SL029,1257365.819625,1007846.189,7,,106,No,,Green,,QL,Yes,,AERIAL,,,{02F15CF2-EC17-4808-91EE-50BF0D7EBCD2}
-9823576.93707739,4884188.00604073,76,Aluminum,Davit,Cobra,HPS,100,SL016,1259614.707125,1008479.931,4,,107,No,,Natural,,GE,No,,AERIAL,,,{3E56FF78-562F-4F51-8984-0D844085CBF7}
-9823625.67099386,4884186.98814119,77,Aluminum,Davit,Cobra,HPS,100,SL016,1259612.04115,1008357.51,4,,108,No,,Natural,,GE,No,,AERIAL,,,{B2BB0077-3189-422F-A057-D512C1CE9ECB}
-9823700.61582425,4884186.76002637,78,Aluminum,Davit,Cobra,HPS,100,SL016,1259611.288575,1008162.627,4,,109,No,,Natural,,GE,No,,AERIAL,,,{D0DB9E1B-1356-49F5-92A9-29CFA5BA04C7}
-9823760.44348187,4884187.26840864,79,Aluminum,Davit,Cobra,HPS,100,SL016,1259612.41645,1008016.831,4,,110,No,,Natural,,GE,No,,AERIAL,,,{ECAAE488-C134-440D-90D2-2EDD9FB9E25C}
-9823832.42512341,4884187.39728201,80,Aluminum,Davit,Cobra,HPS,100,SL016,1259612.56665,1007838.128,4,,112,No,,Natural,,GE,No,,AERIAL,,,{9150F64B-8DCB-4241-A068-11ACD74C07A9}
-9823890.6016486,4884187.69666085,81,Aluminum,Davit,Cobra,HPS,100,SL016,1259613.17765,1007691.984,4,,113,No,,Natural,,GE,No,,AERIAL,,,{E7A949E4-7936-46F7-AFD9-DA6AA04E513E}
-9823948.09542151,4884203.0713202,82,Aluminum,Davit,Cobra,HPS,100,SL016,1259651.51244999,1007547.519,4,,114,No,,Natural,,GE,No,,AERIAL,,,{BC66B935-826B-4D72-86D7-224A29730622}
-9823975.40721066,4884410.78247861,83,Aluminum,Davit,Cobra,HPS,100,SL016,1260171.17969999,1007478.424,4,,115,No,,Natural,,GE,No,,AERIAL,,,{70EAA936-5CC2-466D-A610-866B5455709A}
-9823748.7601547,4884072.89489446,84,Aluminum,Davit,Cobra,HPS,100,SL016,1259326.256125,1008048.574,4,,117,No,,Natural,,GE,No,,AERIAL,,,{3DE0809C-C6D3-46F6-9418-02CCBB11A11C}
-9824724.72010735,4883854.33849521,85,Aluminum,Davit,Cobra,HPS,100,SL019,1258777.143325,1005597.333275,4,,118,No,,Natural,,GE,No,,AERIAL,,,{7C1CF8C8-7051-44EF-BD26-20542B8A8DC2}
-9824666.69889518,4883854.26602716,86,Aluminum,Davit,Cobra,HPS,100,SL019,1258777.087375,1005743.0918,4,,119,No,,Natural,,GE,No,,AERIAL,,,{FC5FD1B7-FFA6-4D40-907C-4457E5E91335}
-9824595.37354619,4883854.15221602,87,Aluminum,Davit,Cobra,HPS,100,SL019,1258776.958275,1005922.272575,4,,120,No,,Natural,,GE,No,,AERIAL,,,{237E9330-AA30-4C67-98FF-38395474B295}
-9824524.88686376,4883853.78243416,88,Aluminum,Davit,Cobra,HPS,100,SL019,1258776.188,1006099.3468,4,,121,No,,Natural,,GE,No,,AERIAL,,,{1D997EEA-CBEF-440A-8029-BF93D866F193}
-9824447.95922152,4883853.69827546,89,Aluminum,Davit,Cobra,HPS,100,SL019,1258776.147975,1006292.60135,4,,122,No,,Natural,,GE,No,,AERIAL,,,{513CC908-B224-47F6-A1CB-BBD00733E9A3}
-9824325.24471727,4883853.21738152,90,Aluminum,Davit,Cobra,HPS,100,SL019,1258775.219675,1006600.880775,4,,123,No,,Natural,,GE,No,,AERIAL,,,{3C41F003-7BDC-43A9-94D7-77DB41FDF6EA}
-9824330.53172649,4883978.00343915,91,Aluminum,Davit,Cobra,HPS,100,SL019,1259089.32382499,1006588.447,4,,124,No,,Natural,,GE,No,,AERIAL,,,{A72761AF-5F7D-4A78-88BD-B6C747146884}
-9824402.46797318,4883976.96223592,92,Aluminum,Davit,Cobra,HPS,100,SL019,1259084.690375,1006406.60775,4,,125,No,,Natural,,GE,No,,AERIAL,,,{75544AD3-808D-4D12-8AAF-92B69C0A6BE5}
-9824469.19244654,4883976.85728407,93,Aluminum,Davit,Cobra,HPS,100,SL019,1259084.279075,1006238.98765,4,,126,No,,Natural,,GE,No,,AERIAL,,,{BA416BCD-2DA1-4AC3-BB82-F19EEEB5784C}
-9824541.61573842,4883976.94242695,94,Aluminum,Davit,Cobra,HPS,100,SL019,1259084.33205,1006057.05095,4,,127,No,,Natural,,GE,No,,AERIAL,,,{50503106-1A8F-4244-8099-6CCF19F29DB2}
-9824611.98367852,4883976.99600444,95,Aluminum,Davit,Cobra,HPS,100,SL019,1259084.31155,1005880.277825,4,,128,No,,Natural,,GE,No,,AERIAL,,,{59497E86-9C79-4BAB-A770-3CEF9A9D6BF9}
-9824675.2344166,4883977.08801549,96,Aluminum,Davit,Cobra,HPS,100,SL019,1259084.404025,1005721.383825,4,,129,No,,Natural,,GE,No,,AERIAL,,,{102EF485-20C7-4D60-9F00-F48D705AC949}
-9824740.5094257,4883977.97801412,97,Aluminum,Davit,Cobra,HPS,100,SL019,1259086.490075,1005557.402625,4,,130,No,,Natural,,GE,No,,AERIAL,,,{73768CEA-DB63-415F-9992-45CC8DB3B77D}
-9824374.70918805,4882456.05685531,98,Cast Iron,Other,Globe,IND,55,SL030,1255280.628975,1006484.049,7,,136,No,,Green,,QL,Yes,,AERIAL,,,{A1B42352-6BD4-4447-AC4B-E9D17FA3FBDC}
-9824154.03888145,4882455.47504216,99,Cast Iron,Other,Globe,IND,55,SL030,1255277.4522,1007032.545,7,,137,No,,Green,,QL,Yes,,AERIAL,,,{1F68378E-B22B-4C2D-A92F-6D9ABC151BC7}
-9824127.9586124,4882440.5736367,100,Cast Iron,Other,Globe,IND,55,SL030,1255236.13105,1007100.662,7,,139,No,,Green,,QL,Yes,,AERIAL,,,{6C4A8C03-4236-46A3-808E-FABF79F2FBE0}
-9824132.08153768,4882409.30321899,101,Cast Iron,Other,Globe,IND,55,SL030,1255162.29809999,1007089.455,7,,140,No,,Green,,QL,Yes,,AERIAL,,,{82D97F17-311F-4EA5-8C71-D1E6ABAFC0BD}
-9823764.44134798,4882420.46975234,102,Cast Iron,Other,Globe,IND,55,SL030,1255191.109425,1008013.133,7,,141,No,,Green,,QL,Yes,,AERIAL,,,{D4E76E47-FBF0-4001-B817-DF37EB5B1BB4}
-9823464.20324767,4882585.94669805,103,Aluminum,Truss Arm,Cobra,HPS,250,SL030,1255607.5429,1008767.206,4,,142,No,,Green,,GE,No,,AERIAL,,,{BD1C6B02-B01A-4658-AB58-90C97A4B89DA}
-9823640.24963111,4882584.62877349,104,Cast Iron,Other,Globe,IND,55,SL030,1255599.94795,1008323.273,7,,143,No,,Green,,QL,Yes,,AERIAL,,,{FEE014AB-331E-4666-9631-9D395C82255C}
-9824353.43149249,4882582.30752691,105,Cast Iron,Other,Globe,IND,55,SL030,1255595.246575,1006535.351,7,,145,No,,Green,,QL,Yes,,AERIAL,,,{1BEF241C-89C7-43F7-95FC-E2B073840D0F}
-9824407.62037714,4882582.27195137,106,Cast Iron,Other,Globe,IND,55,SL030,1255595.331175,1006398.699,7,,146,No,,Green,,QL,Yes,,AERIAL,,,{E3E49AB2-B7F7-479F-BB7C-FEB936E6AB29}
-9824414.54034052,4882769.7847348,107,Cast Iron,Other,Globe,IND,55,SL030,1256063.125225,1006383.812,7,,148,No,,Green,,QL,Yes,,AERIAL,,,{006F6615-0006-4D39-BCE9-5A7E83F74BDB}
-9824382.50074052,4882719.75908288,108,Cast Iron,Other,Globe,IND,55,SL030,1255938.993575,1006461.244,7,,149,No,,Green,,QL,Yes,,AERIAL,,,{2C7930C0-56A2-4BB8-8225-6C315727B446}
-9823699.38599427,4882706.03146126,109,Cast Iron,Other,Globe,IND,55,SL030,1255904.11705,1008176.9614,7,,150,No,,Green,,QL,Yes,,AERIAL,,,{5E91922C-2F25-4329-9B38-444C6A5658B5}
-9824328.12327162,4882720.00279635,110,Cast Iron,Other,Globe,IND,55,SL030,1255941.2885,1006594.505,7,,153,No,,Green,,QL,Yes,,AERIAL,,,{ED0BE660-833C-4EB4-A211-130D51745C99}
-9824149.15395633,4882638.20690669,111,Cast Iron,Other,Globe,IND,55,SL030,1255735.119925,1007046.035,7,,154,No,,Green,,QL,Yes,,AERIAL,,,{129A617A-9832-40D5-A78F-E343C16BB77A}
-9824132.34135259,4882669.62511549,112,Cast Iron,Other,Globe,IND,55,SL030,1255813.78552499,1007088.204,7,,155,No,,Green,,QL,Yes,,AERIAL,,,{07DAB083-15C2-4F1F-963E-86FB45BB495F}
-9824002.84762104,4882704.94385429,113,Cast Iron,Other,Globe,IND,55,SL030,1255903.047725,1007418.019,7,,156,No,,Green,,QL,Yes,,AERIAL,,,{5C0F336F-5DCE-4A68-91A3-9F8573C98EDC}
-9823882.93501753,4882703.90375605,114,Cast Iron,Other,Globe,IND,55,SL030,1255902.18539999,1007717.246,7,,157,No,,Green,,QL,Yes,,AERIAL,,,{BFCF4AA1-1397-451C-ADDB-548CCC7D9F46}
-9823820.57161571,4882703.80398355,115,Cast Iron,Other,Globe,IND,55,SL030,1255900.018175,1007873.95,7,,158,No,,Green,,QL,Yes,,AERIAL,,,{A5356B22-6FF9-4E53-8A8D-F7B696DC68E4}
-9823783.23337424,4882677.08443565,116,Cast Iron,Other,Globe,IND,55,SL030,1255833.2741,1007965.305,7,,159,No,,Green,,QL,Yes,,AERIAL,,,{B5622001-1299-4488-AB41-527519A4960B}
-9823767.2438034,4882749.25426635,117,Cast Iron,Other,Globe,IND,55,SL030,1256008.819125,1008001.556,7,,160,No,,Green,,QL,Yes,,AERIAL,,,{B0078D06-A040-40AC-B58D-58AD073EC07A}
-9822124.005841,4881934.35936405,118,Cast Aluminum,Other,Teardrop,HPS,150,SL067,1253978.792275,1012145.23,8,,161,Yes,,Black,Sternberg,GE,Yes,,AERIAL,,,{3E1CAAD4-894E-4DE1-9309-FB061A87E0E1}
-9822102.59166112,4881948.20053251,119,Cast Aluminum,Other,Teardrop,HPS,250,SL067,1254013.4939,1012192.043,8,,162,Yes,,Black,Sternberg,GE,Yes,,AERIAL,,,{E49EE132-53E7-4083-AFF7-D20410737B9D}
